customer_id,registration_date,age,gender,country,city,membership_tier,preferred_device,preferred_payment,total_sessions,avg_session_duration_minutes,total_page_views,product_views,search_queries,wishlist_items,cart_additions,cart_abandonments,total_orders,total_items_purchased,total_revenue,avg_order_value,largest_order_value,days_since_last_purchase,purchase_frequency_days,favorite_category,categories_browsed,categories_purchased,email_opens,email_clicks,newsletter_subscriber,push_notifications_enabled,social_media_referrals,referral_code_used,reviews_written,avg_review_rating,support_tickets,returns_requested,refund_amount,bounce_rate,conversion_rate,cart_abandonment_rate,customer_lifetime_value,churn_risk_score,engagement_score
481,2022-04-15,34,Male,United States,San Francisco,Gold,Mobile,Credit Card,312,7.5,1840,420,95,12,68,9,8,14,1842.75,230.34,560.0,22,18.2,Electronics,9,4,76,14,True,True,6,False,5,4.2,1,0,0.0,36.5,2.8,9.0,2210.4,18.5,72.4
482,2023-09-02,29,Female,Canada,Toronto,Silver,Desktop,PayPal,214,9.1,980,260,40,5,30,6,5,9,1295.5,259.1,420.0,45,21.4,Fashion,7,3,50,9,False,True,4,True,2,4.5,0,1,25.0,28.2,3.0,7.5,1780.2,12.0,65.5
483,2022-11-20,42,Male,United Kingdom,London,Platinum,Mixed,Debit Card,450,12.3,2650,720,120,25,120,15,14,28,4920.6,351.47,980.0,7,14.1,Electronics,12,5,120,25,True,True,12,True,9,4.7,2,2,120.0,22.5,4.2,6.8,21000.0,9.5,88.0
484,2024-02-10,22,Non-binary,Australia,Sydney,Bronze,Mobile,Digital Wallet,110,6.2,540,180,18,2,15,3,2,4,520.0,260.0,310.0,60,26.0,Home & Garden,5,2,28,5,False,False,3,False,1,4.0,0,0,0.0,44.0,1.8,5.0,1200.0,14.0,52.0
485,2022-08-05,37,Female,Germany,Berlin,Silver,Desktop,Bank Transfer,390,8.9,1580,410,60,10,55,8,9,15,2760.3,306.7,620.0,30,23.0,Beauty & Health,8,4,70,12,True,True,7,False,3,4.6,1,0,0.0,31.0,2.6,6.5,5000.0,11.0,68.0
486,2023-06-18,31,Male,France,Paris,Gold,Mobile,Credit Card,260,10.1,1200,320,75,7,33,4,6,11,2100.0,350.0,520.0,16,18.5,Electronics,6,3,60,11,True,False,5,True,4,4.2,0,0,0.0,29.0,3.4,7.0,3200.0,10.0,70.0
487,2024-11-03,28,Female,Spain,Madrid,Bronze,Tablet,Credit Card,150,5.8,620,150,22,3,8,2,3,6,780.0,260.0,380.0,90,31.0,Toys & Games,4,1,20,3,False,True,2,False,0,0.0,1,1,40.0,58.0,2.0,14.0,980.0,26.0,40.0
488,2023-01-29,45,Male,Italy,Milan,Gold,Desktop,PayPal,420,11.0,2100,560,110,18,70,9,12,22,5400.0,450.0,1200.0,3,16.2,Electronics,11,6,210,40,True,True,15,True,7,4.5,2,0,0.0,24.5,4.8,6.0,15000.0,8.0,88.0
489,2022-12-12,39,Female,United States,New York,Silver,Mobile,Digital Wallet,190,8.0,760,210,28,6,24,4,4,7,980.5,245.12,390.0,14,20.0,Books & Media,6,2,40,8,True,True,3,False,1,4.0,0,0,0.0,33.0,2.2,5.5,4200.0,15.0,61.0
490,2023-03-07,33,Male,United States,Austin,Gold,Mobile,Credit Card,270,9.2,1400,360,50,9,40,5,7,13,3210.4,458.63,980.0,25,12.3,Sports & Outdoors,8,4,85,15,True,True,6,True,6,4.3,1,0,0.0,27.0,3.1,6.5,7200.0,7.0,74.0
491,2022-04-28,52,Male,United States,Chicago,Platinum,Mixed,Bank Transfer,520,13.5,3120,860,160,30,110,14,20,44,8920.0,446.0,1200.0,2,9.5,Electronics,15,7,150,28,True,True,20,True,11,4.6,3,1,75.0,21.0,5.2,5.0,22500.0,8.5,90.0
492,2023-08-21,27,Female,United States,Seattle,Bronze,Mobile,Debit Card,120,7.0,540,150,14,1,9,2,1,2,320.0,320.0,320.0,110,65.0,Books & Media,3,1,18,2,False,False,1,False,0,0.0,0,0,0.0,60.0,1.5,10.0,950.0,35.0,28.0
493,2022-03-11,41,Female,Australia,Melbourne,Silver,Desktop,Credit Card,410,9.8,1900,480,90,14,60,7,11,19,3600.0,327.27,800.0,40,21.3,Home & Garden,9,5,90,16,True,True,9,True,5,4.4,1,0,0.0,26.0,3.2,7.5,5200.0,13.0,66.0
494,2023-12-01,36,Male,United States,Phoenix,Gold,Mobile,PayPal,280,8.7,1120,290,55,8,35,6,7,12,3170.5,452.93,990.0,9,10.5,Electronics,10,4,100,18,True,True,8,False,4,4.1,2,0,0.0,35.0,4.0,6.2,7800.0,9.0,71.0
495,2022-07-19,25,Female,United States,Miami,Bronze,Tablet,Debit Card,98,4.5,320,90,9,0,4,1,1,2,210.0,210.0,210.0,200,60.0,Food & Beverages,2,1,8,1,False,False,0,False,0,0.0,0,0,0.0,70.0,1.0,20.0,420.0,40.0,20.0
496,2023-05-14,38,Male,Canada,Vancouver,Silver,Mobile,Digital Wallet,310,9.0,1400,360,65,11,50,7,8,15,2550.75,318.84,720.0,18,16.5,Sports & Outdoors,7,3,65,12,True,True,6,False,2,4.3,0,0,0.0,28.0,3.6,6.0,7800.0,11.0,73.0
497,2022-10-25,46,Male,United States,Los Angeles,Platinum,Desktop,Bank Transfer,560,14.0,3200,900,180,40,140,18,22,58,12250.0,556.82,1400.0,3,8.0,Electronics,14,7,200,35,True,True,24,True,15,4.7,4,2,180.0,22.0,5.8,4.5,54000.0,7.0,95.0
498,2023-07-07,30,Female,United States,Denver,Gold,Mobile,Credit Card,290,8.8,1180,320,50,7,42,6,6,11,2100.75,350.12,800.0,12,15.0,Fashion,8,3,68,13,True,True,5,False,3,4.2,0,0,0.0,29.0,3.2,6.8,4200.0,13.0,70.0
499,2022-06-30,54,Male,United States,Houston,Platinum,Desktop,Debit Card,640,12.0,3700,980,200,50,150,20,25,66,15680.0,627.2,1700.0,1,5.0,Electronics,16,9,260,48,True,True,30,True,18,4.8,5,1,120.0,18.0,6.0,3.5,98000.0,6.0,97.0
500,2023-09-14,27,Male,United States,Boston,Silver,Mixed,Credit Card,200,7.6,860,230,28,4,20,3,4,9,980.0,245.0,420.0,33,18.0,Toys & Games,6,2,34,6,False,False,2,False,1,4.0,0,0,0.0,40.0,2.0,9.0,1500.0,22.0,55.0
501,2023-02-14,34,Female,United States,Seattle,Gold,Mobile,Credit Card,212,9.5,1680,420,75,12,58,9,7,15,842.75,120.39,335.0,14,18.5,Electronics,7,4,48,14,True,True,6,False,5,4.2,1,0,0.0,28.5,3.5,13.6,2300.0,18.4,76.0
502,2024-11-03,26,Male,Canada,Toronto,Silver,Desktop,Debit Card,154,7.8,980,260,34,6,40,7,3,8,367.0,122.33,210.0,30,22.0,Home & Garden,5,3,22,8,False,True,3,True,2,4.8,0,1,25.0,21.0,2.9,9.4,1150.0,22.0,64.0
503,2022-09-19,41,Non-binary,United Kingdom,London,Platinum,Mixed,PayPal,410,12.2,3120,860,120,25,110,18,12,28,2890.5,240.88,980.0,5,16.0,Electronics,9,6,68,21,True,False,12,True,9,4.6,2,2,120.0,19.0,4.1,11.0,5200.0,12.0,88.0
504,2023-04-02,29,Female,Australia,Sydney,Bronze,Mobile,Digital Wallet,88,6.1,540,180,20,4,25,5,2,4,210.0,105.0,150.0,40,28.0,Books & Media,4,2,16,4,False,True,4,False,1,4.0,0,0,0.0,25.0,2.5,8.0,980.0,25.0,52.0
505,2024-01-22,22,Prefer not to say,Germany,Berlin,None,Tablet,Bank Transfer,60,5.2,420,120,15,3,10,3,1,2,145.0,145.0,145.0,70,60.0,Fashion,3,2,14,3,True,False,2,False,0,0.0,0,0,0.0,18.0,1.8,6.5,760.0,30.0,40.0
506,2023-08-12,35,Male,France,Paris,Silver,Desktop,Credit Card,230,8.4,1450,390,60,9,50,12,6,14,1680.0,280.0,680.0,9,15.0,Sports & Outdoors,6,4,36,11,True,True,7,True,4,4.5,1,1,45.0,14.0,3.2,10.0,4200.0,14.0,80.0
507,2022-12-05,55,Male,United States,New York,Gold,Mobile,PayPal,520,11.0,4100,980,200,40,170,22,18,42,15560.0,864.44,2100.0,3,12.0,Electronics,12,8,120,35,True,True,25,True,15,4.7,2,3,320.0,12.0,4.5,9.8,32000.0,10.0,92.0
508,2023-03-14,31,Female,Spain,Madrid,Bronze,Mixed,Debit Card,140,6.9,860,210,28,5,22,4,3,7,420.0,140.0,180.0,21,18.0,Food & Beverages,5,3,18,6,False,True,5,False,2,4.2,0,0,0.0,22.0,3.0,7.5,980.0,26.0,60.0
509,2024-05-09,28,Female,Italy,Milan,Silver,Tablet,Credit Card,190,8.1,1100,320,52,10,33,6,4,9,980.0,245.0,420.0,11,19.0,Home & Garden,6,4,26,9,True,False,6,True,3,4.3,0,1,60.0,16.0,3.3,6.8,2100.0,20.0,71.0
510,2022-07-30,47,Female,United States,Chicago,Gold,Desktop,Bank Transfer,360,10.2,2900,700,110,18,90,15,15,34,16000.0,1066.67,2400.0,9,13.0,Electronics,11,7,90,25,True,True,18,True,12,4.5,3,2,180.0,13.0,3.8,9.2,42000.0,9.0,90.0
511,2024-09-21,24,Male,Netherlands,Amsterdam,Bronze,Mobile,Digital Wallet,72,5.0,540,140,22,2,14,3,1,2,120.0,120.0,120.0,50,60.0,Toys & Games,3,1,12,2,False,True,1,False,0,0.0,0,0,0.0,26.0,2.1,6.0,360.0,34.0,38.0
512,2023-10-17,38,Female,Japan,Tokyo,Gold,Mobile,Credit Card,260,9.1,1900,520,90,15,60,10,9,20,9800.0,1088.89,2300.0,18,14.0,Electronics,9,5,58,19,True,True,9,False,7,4.4,1,1,75.0,15.0,3.6,8.5,11000.0,11.0,79.0
513,2022-03-08,60,Male,Australia,Melbourne,Platinum,Desktop,PayPal,600,13.4,5200,1400,260,55,180,30,22,52,52000.0,2363.64,4200.0,2,12.0,Electronics,14,9,150,40,True,True,28,True,25,4.6,4,5,540.0,10.0,4.2,7.2,52000.0,8.0,95.0
514,2023-06-06,33,Female,United States,Austin,Silver,Mobile,Debit Card,180,7.2,1200,340,55,8,28,6,4,9,540.0,135.0,210.0,16,20.0,Beauty & Health,5,3,26,7,True,True,5,False,1,4.0,0,0,0.0,19.0,3.1,7.0,1200.0,27.0,60.0
515,2022-08-19,44,Male,Sweden,Stockholm,Gold,Mobile,Credit Card,320,9.7,2600,700,90,20,70,15,11,24,10500.0,954.55,2100.0,7,14.0,Electronics,10,6,68,20,True,True,12,True,8,4.5,2,2,200.0,12.0,3.7,9.0,15000.0,13.0,85.0
516,2024-02-28,27,Non-binary,Brazil,Sao Paulo,Bronze,Mixed,Buy Now Pay Later,110,6.4,680,210,32,7,15,4,2,4,260.0,130.0,140.0,45,25.0,Toys & Games,5,3,18,5,False,False,3,False,1,4.0,0,0,0.0,23.0,2.8,5.0,520.0,31.0,44.0
517,2023-11-11,39,Female,United States,Los Angeles,Gold,Desktop,Digital Wallet,270,9.3,1900,520,70,15,60,9,9,21,9800.0,1088.89,2300.0,25,15.0,Books & Media,7,4,52,16,True,True,11,False,6,4.4,1,1,60.0,17.0,3.9,8.5,9800.0,15.0,78.0
518,2022-10-02,52,Male,Canada,Montreal,Silver,Mixed,Credit Card,480,10.0,3600,980,150,28,75,20,16,38,21000.0,1312.5,3000.0,12,11.0,Electronics,12,7,110,32,True,True,26,True,20,4.7,3,4,520.0,11.0,4.0,8.2,26000.0,9.0,92.0
519,2024-03-05,23,Female,India,Bengaluru,Bronze,Mobile,Debit Card,90,5.7,520,150,18,2,12,2,1,2,180.0,180.0,180.0,60,120.0,Toys & Games,4,2,10,3,False,True,2,False,0,0.0,0,0,0.0,24.0,2.1,6.0,360.0,36.0,34.0
520,2023-12-29,38,Male,Mexico,Mexico City,Silver,Desktop,PayPal,260,8.8,1500,420,60,9,40,9,5,11,4200.0,840.0,1800.0,8,14.0,Fashion,6,4,40,12,True,False,9,True,3,4.1,1,1,90.0,20.0,3.0,9.1,6000.0,18.0,66.0
521,2023-03-14,34,Male,United States,Austin,Gold,Mobile,Credit Card,312,9.5,1520,420,85,12,90,24,14,38,1892.75,134.48,420.0,22,16.7,Electronics,9,4,64,14,True,True,7,False,6,4.3,1,0,0.0,38.5,2.8,15.2,5126.4,18.5,77.0
522,2022-11-09,28,Female,Canada,Toronto,Silver,Desktop,PayPal,540,7.2,2100,520,120,20,110,30,22,60,3410.0,155.0,680.0,5,11.2,Fashion,11,5,105,25,True,False,9,True,12,4.6,0,2,45.5,29.0,3.5,12.4,7800.0,22.0,82.0
523,2024-02-21,45,Male,United Kingdom,London,Platinum,Mixed,Digital Wallet,820,12.1,3200,860,210,25,140,40,38,112,15620.5,412.13,1040.0,12,8.9,Electronics,13,7,210,54,True,True,14,False,24,4.7,2,1,120.0,25.5,4.1,9.8,20540.0,12.5,88.0
524,2022-07-04,31,Non-binary,Australia,Sydney,Bronze,Mobile,Debit Card,410,8.3,1500,360,60,8,70,22,9,25,2080.0,231.11,520.0,40,19.5,Home & Garden,7,3,70,9,False,True,5,False,3,4.0,1,0,0.0,34.0,2.2,18.0,4200.0,30.0,65.0
525,2023-08-16,22,Female,Germany,Berlin,None,Tablet,Bank Transfer,260,6.5,980,240,40,5,50,15,4,12,1260.0,315.0,820.0,25,28.0,Books & Media,6,2,40,6,False,False,3,True,5,4.2,0,1,25.0,22.0,1.8,10.5,3200.0,28.0,72.0
526,2022-12-02,37,Male,France,Paris,Silver,Desktop,PayPal,610,11.2,2100,520,95,15,120,34,18,50,9200.0,511.11,980.0,7,9.6,Electronics,12,5,140,32,True,True,12,True,14,4.5,2,0,0.0,26.0,3.1,11.0,18050.0,15.5,85.0
527,2023-05-12,29,Male,Spain,Madrid,Gold,Mobile,Credit Card,520,9.0,1900,480,110,10,100,28,16,45,7420.0,463.75,990.0,18,10.5,Sports & Outdoors,10,4,90,20,True,True,6,False,10,4.1,1,0,0.0,28.0,3.4,13.6,5800.0,20.0,79.0
528,2024-01-08,54,Female,Italy,Milan,Bronze,Mobile,Buy Now Pay Later,310,5.8,860,210,25,3,40,10,6,18,1280.0,213.33,650.0,60,29.5,Toys & Games,5,3,42,8,False,False,2,False,2,4.0,0,1,15.0,40.0,1.5,20.0,3200.0,35.0,60.0
529,2023-09-30,26,Female,Netherlands,Amsterdam,Silver,Tablet,Debit Card,420,7.9,1400,340,70,9,75,22,11,29,2945.0,268.64,720.0,10,12.0,Home & Garden,8,4,95,18,True,True,8,True,9,4.4,0,0,0.0,27.0,3.0,11.2,7200.0,17.0,86.0
530,2023-02-03,38,Male,United States,Seattle,Gold,Desktop,Credit Card,760,10.3,2500,610,160,22,150,35,28,78,27650.0,985.72,2100.0,14,9.0,Electronics,14,6,210,42,True,True,18,True,22,4.6,3,2,120.0,21.0,5.0,9.0,42000.0,9.0,92.0
531,2024-03-17,33,Prefer not to say,United States,Denver,Silver,Mobile,PayPal,480,8.6,1700,410,90,14,80,25,15,43,5200.0,346.67,900.0,9,12.0,Beauty & Health,9,5,120,22,True,True,7,False,7,4.2,1,0,0.0,26.0,3.2,11.0,6800.0,23.0,84.0
532,2022-08-25,52,Male,United States,New York,Gold,Mixed,Credit Card,1020,12.5,3700,980,240,30,200,60,45,130,42150.0,939.0,2300.0,3,5.0,Electronics,16,8,260,60,True,True,22,True,40,4.8,5,3,320.0,19.0,4.5,7.0,98000.0,7.0,95.0
533,2023-07-01,27,Female,Sweden,Stockholm,Bronze,Mobile,Debit Card,310,6.9,900,230,45,6,55,18,7,19,1900.0,271.43,520.0,35,21.0,Books & Media,7,2,50,7,False,False,4,False,3,4.0,0,0,0.0,33.0,2.0,12.0,2200.0,40.0,58.0
534,2024-06-09,41,Male,Canada,Vancouver,Silver,Desktop,Digital Wallet,730,10.1,2600,630,150,18,160,38,25,70,15050.0,602.0,1500.0,2,6.0,Home & Garden,13,6,180,40,True,True,15,True,18,4.5,2,1,80.0,23.0,3.8,9.5,21050.0,18.0,87.0
535,2022-10-17,60,Male,United States,Miami,Gold,Mobile,Credit Card,900,14.2,3300,890,260,40,210,50,40,110,52000.0,1300.0,3200.0,6,4.0,Electronics,15,9,260,70,True,True,25,True,30,4.7,4,2,240.0,18.0,5.5,8.0,120000.0,6.0,97.0
536,2023-12-11,23,Female,United States,Phoenix,Bronze,Mixed,Debit Card,250,7.0,700,180,30,4,30,12,5,14,700.0,140.0,320.0,55,34.0,Toys & Games,6,2,60,8,False,False,3,False,1,4.0,0,0,0.0,41.0,1.2,15.0,1200.0,45.0,52.0
537,2022-03-29,33,Female,United States,Boston,Gold,Desktop,PayPal,680,9.8,2100,520,125,18,95,28,21,58,16530.0,786.7,1500.0,9,7.0,Books & Media,12,6,150,32,True,True,11,True,15,4.4,3,1,60.0,22.0,4.0,9.0,21000.0,14.0,90.0
538,2023-01-21,42,Male,Japan,Tokyo,Silver,Mobile,Debit Card,520,8.4,1900,480,110,16,85,20,18,52,14050.0,780.56,1500.0,20,10.0,Electronics,10,5,110,24,True,True,8,False,11,4.3,1,0,0.0,29.0,2.9,14.0,5600.0,25.0,78.0
539,2024-02-28,29,Male,India,Mumbai,Bronze,Mobile,Digital Wallet,390,7.1,1200,300,75,9,60,18,8,22,3900.0,487.5,900.0,36,28.0,Sports & Outdoors,7,3,70,12,False,True,5,False,4,4.1,0,0,0.0,36.0,2.1,17.0,3200.0,50.0,60.0
540,2023-06-25,36,Female,Brazil,Sao Paulo,Gold,Mixed,Credit Card,880,11.0,3000,760,210,28,190,55,30,95,32000.0,1066.67,3200.0,3,4.0,Electronics,15,9,230,48,True,True,20,True,28,4.6,4,2,260.0,20.0,4.8,7.5,140000.0,8.0,94.0
541,2023-03-12,34,Male,United States,Seattle,Gold,Mobile,Credit Card,312,9.5,1840,420,58,12,75,22,8,24,1527.25,190.91,520.0,15,18.6,Electronics,7,3,120,32,True,True,6,False,5,4.3,1,0,0.0,42.5,2.4,14.0,2100.5,22.0,78.0
542,2022-11-04,41,Female,Canada,Toronto,Silver,Desktop,PayPal,210,7.8,1500,320,40,7,50,18,5,13,980.0,196.0,350.0,28,22.3,Fashion,5,2,90,19,True,False,4,True,3,4.0,0,1,25.0,38.0,3.2,12.0,1500.0,18.0,65.0
543,2024-05-20,29,Non-binary,United Kingdom,London,Bronze,Mobile,Digital Wallet,410,6.2,2100,560,72,9,110,30,9,28,2100.75,233.42,650.0,9,17.1,Home & Garden,9,4,150,26,False,True,9,False,8,4.6,2,0,0.0,34.0,4.1,9.5,3200.0,12.0,82.0
544,2023-09-11,52,Male,Australia,Sydney,Gold,Desktop,Bank Transfer,560,11.2,3000,780,102,15,140,40,12,38,9875.5,823.79,2400.0,40,25.0,Electronics,12,5,210,48,True,True,14,True,16,4.2,3,2,180.0,29.0,2.8,16.0,5200.0,9.0,88.0
545,2022-02-15,37,Female,Germany,Berlin,Silver,Mobile,Credit Card,330,8.0,1700,420,55,10,60,25,7,21,1450.0,207.14,540.0,21,20.0,Books & Media,6,2,110,22,True,False,5,False,4,4.0,1,0,0.0,36.0,3.0,11.0,1800.0,15.0,70.0
546,2023-12-02,23,Male,Spain,Madrid,Bronze,Mobile,PayPal,150,5.5,800,200,18,5,20,7,3,9,520.5,173.5,300.0,60,28.0,Toys & Games,4,1,40,9,False,False,2,False,2,3.5,0,0,0.0,45.0,2.0,14.0,600.0,25.0,52.0
547,2024-01-22,30,Female,France,Paris,Gold,Mixed,Debit Card,480,9.1,2100,510,66,11,95,29,11,29,3100.75,281.89,980.0,12,16.2,Fashion,8,3,170,40,True,True,10,True,7,4.5,1,1,50.0,31.0,3.8,10.0,2600.0,10.0,86.0
548,2022-09-08,45,Male,Italy,Milan,Platinum,Desktop,Bank Transfer,720,12.0,4200,980,120,20,180,60,15,50,18500.0,1233.33,3000.0,5,14.0,Electronics,14,6,320,65,True,True,20,True,25,4.7,2,3,250.0,28.0,4.5,8.0,42000.0,7.0,92.0
549,2023-07-30,27,Female,Netherlands,Amsterdam,Silver,Mobile,Credit Card,260,6.5,1200,320,35,6,40,15,4,12,780.0,195.0,420.0,18,21.5,Books & Media,5,2,60,12,False,True,3,False,1,4.0,0,0,0.0,40.0,2.5,13.0,900.0,20.0,60.0
550,2024-03-03,38,Male,United States,Austin,Gold,Tablet,Debit Card,390,10.2,1800,430,60,8,100,22,9,25,3200.4,355.6,1200.0,25,19.5,Sports & Outdoors,7,3,140,30,True,True,7,True,9,4.4,0,0,0.0,33.0,3.0,12.0,2600.0,11.0,74.0
551,2023-08-14,33,Female,United States,Portland,Silver,Desktop,Digital Wallet,305,8.4,1700,410,51,14,55,21,6,17,2100.0,350.0,900.0,40,23.0,Home & Garden,6,2,95,18,False,True,5,False,2,4.0,1,0,0.0,37.0,2.7,10.0,1400.0,19.0,63.0
552,2022-10-02,50,Male,United States,Chicago,Platinum,Mixed,Buy Now Pay Later,950,13.5,5200,1200,150,25,260,80,20,70,39000.0,1950.0,5000.0,3,9.5,Electronics,15,7,520,120,True,True,28,True,40,4.8,4,5,1200.0,26.0,4.2,9.0,98000.0,6.0,97.0
553,2023-04-18,26,Male,United States,San Diego,Bronze,Mobile,Credit Card,190,4.9,900,210,22,4,18,8,2,6,420.5,210.25,260.0,60,40.0,Food & Beverages,3,1,50,11,False,False,1,False,0,0.0,0,0,0.0,55.0,1.5,20.0,600.0,30.0,40.0
554,2024-02-01,44,Female,Portugal,Lisbon,Gold,Tablet,PayPal,520,8.9,2600,640,88,13,110,33,10,31,8500.0,850.0,1800.0,7,12.0,Beauty & Health,10,4,180,40,True,True,12,False,12,4.4,1,2,120.0,27.0,4.0,9.0,16000.0,8.0,89.0
555,2023-11-09,38,Female,Ireland,Dublin,Silver,Mobile,Digital Wallet,260,7.1,1200,320,40,9,60,18,5,15,1200.0,240.0,400.0,14,18.0,Toys & Games,6,2,70,16,True,False,3,False,3,4.2,0,0,0.0,33.0,3.1,11.0,2500.0,14.0,67.0
556,2022-12-25,60,Male,United States,New York,Platinum,Desktop,Credit Card,1020,14.0,6000,1500,180,30,320,90,28,110,52000.0,1857.14,4800.0,2,7.0,Electronics,16,8,520,140,True,True,40,True,60,4.7,5,6,1500.0,24.0,4.5,7.0,150000.0,5.0,99.0
557,2024-06-10,31,Male,United States,Denver,Silver,Mobile,Debit Card,340,7.3,1600,420,54,8,70,16,6,18,980.5,163.42,420.0,22,21.0,Books & Media,6,2,100,20,False,True,4,False,2,4.0,0,0,0.0,39.0,2.9,12.0,1200.0,21.0,60.0
558,2023-05-05,27,Female,Sweden,Stockholm,Bronze,Mobile,Credit Card,180,5.2,900,210,25,5,15,5,3,9,540.0,180.0,260.0,45,26.0,Food & Beverages,4,1,40,8,False,True,2,False,1,3.5,0,0,0.0,50.0,2.0,15.0,700.0,28.0,45.0
559,2022-04-18,55,Male,United States,Los Angeles,Gold,Mobile,PayPal,680,10.6,3500,820,110,16,170,55,14,40,18000.0,1285.71,4200.0,3,11.0,Electronics,13,6,360,90,True,True,25,True,22,4.6,3,4,800.0,22.0,4.8,8.0,75000.0,6.0,95.0
560,2023-01-01,22,Prefer not to say,United Kingdom,Manchester,Bronze,Mobile,Debit Card,120,4.0,600,150,15,3,12,4,1,3,120.0,120.0,120.0,90,60.0,Toys & Games,2,1,20,5,False,False,1,False,0,0.0,0,0,0.0,60.0,1.0,25.0,300.0,40.0,30.0
561,2023-03-15,34,Female,United States,Seattle,Gold,Mobile,Credit Card,240,12.5,4200,890,210,15,60,8,12,34,1560.75,130.06,520.0,14,18.5,Electronics,9,3,120,25,True,True,4,False,5,4.2,1,0,0.0,35.0,2.7,8.5,1200.0,28.5,74.2
562,2024-11-02,28,Male,Canada,Toronto,Silver,Desktop,Debit Card,180,9.8,3100,640,145,9,45,12,9,22,980.4,109.0,420.0,29,22.0,Fashion,7,4,90,18,True,False,6,True,3,4.0,0,1,25.5,42.0,3.1,9.2,900.0,22.0,68.5
563,2022-08-19,45,Non-binary,United Kingdom,London,Platinum,Mixed,PayPal,420,14.2,7600,1500,260,22,80,18,19,58,4020.0,211.58,980.0,7,14.0,Home & Garden,12,6,210,52,True,True,12,True,12,4.6,2,2,110.0,28.0,4.0,6.5,5200.0,18.0,82.0
564,2023-05-22,22,Female,Australia,Sydney,Bronze,Mobile,Digital Wallet,95,7.4,1500,320,60,3,20,5,4,10,320.75,80.19,300.0,45,30.0,Books & Media,5,2,40,8,False,True,5,False,2,4.5,1,0,0.0,50.0,2.0,12.0,450.0,34.0,60.0
565,2025-01-10,31,Male,Germany,Berlin,Silver,Tablet,Credit Card,210,11.0,4100,820,190,7,35,9,11,29,1290.0,117.27,480.0,3,16.0,Electronics,8,5,100,24,True,False,7,True,6,4.1,0,1,30.0,30.0,3.5,7.0,2100.0,15.0,75.0
566,2022-12-02,39,Female,France,Paris,Gold,Desktop,Bank Transfer,360,13.5,7200,1400,240,18,70,15,15,46,3680.0,245.33,900.0,20,22.0,Fashion,11,6,180,40,True,True,9,False,9,4.3,1,0,0.0,26.0,3.8,6.8,4200.0,20.0,79.0
567,2023-09-14,27,Male,Spain,Madrid,Bronze,Mobile,PayPal,130,8.2,2100,500,90,6,25,7,6,14,620.0,103.3,210.0,60,28.0,Sports & Outdoors,6,3,70,12,False,False,3,False,1,4.0,0,0,0.0,48.0,2.5,10.0,650.0,30.0,62.0
568,2024-04-30,52,Female,Italy,Milan,Gold,Mixed,Digital Wallet,500,15.0,9000,1900,320,25,110,22,25,78,12650.0,506.0,1500.0,5,10.0,Electronics,14,8,260,70,True,True,15,True,15,4.7,2,2,120.0,22.0,4.2,7.5,21000.0,12.0,88.0
569,2023-02-11,33,Male,Netherlands,Amsterdam,Silver,Tablet,Debit Card,260,10.5,5200,1100,180,8,40,11,8,24,860.0,107.5,320.0,12,18.0,Home & Garden,9,4,110,16,True,True,6,False,4,4.2,0,1,22.0,34.0,2.9,8.0,980.0,25.0,66.0
570,2022-07-07,60,Male,United States,New York,Gold,Desktop,Credit Card,540,16.0,11000,2400,450,28,150,26,28,112,5400.0,192.86,980.0,9,12.0,Toys & Games,15,9,320,90,True,True,20,True,20,4.4,3,2,140.0,18.0,4.5,6.0,32000.0,10.0,90.0
571,2024-09-18,29,Female,United States,Austin,Bronze,Mobile,Credit Card,140,6.9,1900,420,70,4,18,3,5,12,520.0,104.0,180.0,40,32.0,Beauty & Health,6,3,60,9,False,True,4,False,2,4.0,0,0,0.0,38.0,2.2,9.0,520.0,40.0,55.0
572,2023-06-03,38,Female,Canada,Vancouver,Silver,Desktop,Buy Now Pay Later,310,12.0,6400,1200,210,11,50,14,10,27,1320.0,132.0,460.0,22,19.0,Sports & Outdoors,10,4,140,26,True,True,8,True,6,4.3,2,1,40.0,31.0,3.1,7.8,1500.0,18.0,70.0
573,2022-03-25,52,Male,United States,Chicago,Gold,Mobile,Debit Card,480,13.8,9900,2100,410,19,95,20,21,66,6100.0,290.48,1200.0,11,13.0,Electronics,13,7,230,52,True,True,14,True,10,4.5,1,0,0.0,25.0,4.1,6.2,9000.0,16.0,84.0
574,2024-01-08,24,Prefer not to say,Japan,Tokyo,Bronze,Mobile,Credit Card,200,8.6,3200,620,120,5,22,4,6,15,720.0,120.0,260.0,35,28.0,Books & Media,7,3,80,14,False,True,5,False,3,4.2,0,0,0.0,44.0,2.8,11.0,600.0,42.0,58.0
575,2023-08-29,41,Female,Australia,Melbourne,Gold,Mobile,Credit Card,460,13.0,8600,1700,320,12,70,16,14,42,2100.0,150.0,700.0,17,14.0,Home & Garden,12,5,190,40,True,True,9,False,7,4.4,1,0,0.0,29.0,3.6,7.3,4800.0,19.0,77.0
576,2022-09-15,36,Male,United States,Los Angeles,Silver,Desktop,PayPal,320,11.2,5400,1100,190,10,40,9,10,28,980.0,98.0,350.0,25,20.0,Food & Beverages,8,4,140,28,False,True,7,False,3,4.1,0,0,0.0,33.0,2.5,9.5,1200.0,26.0,61.0
